zip_code,total_pop,median_income,white_nh,black_nh,native_nh,asian_nh,hawaiian_nh,other_nh,biracial_nh,multiracial_nh,white_h,black_h,native_h,asian_h,hawaiian_h,other_h,biracial_h,multiracial_h,state,white_percentage,black_percentage,native_percentage,asian_percentage,other_percentage,biracial_percentage,multiracial_percentage
28119,2391,21665,686,1444,0,0,0,8,0,8,138,0,0,0,0,115,0,0,37,0.3446256796319532,0.6039314094521121,0.0,0.0,0.05144291091593475,0.0,0.003345880384776244
27890,2685,18527,480,2176,0,0,0,17,0,17,5,2,0,0,0,5,0,0,37,0.18063314711359404,0.8111731843575419,0.0,0.0,0.00819366852886406,0.0,0.00633147113594041
27958,11354,41264,9760,619,61,75,0,380,0,380,340,0,0,0,0,17,10,25,37,0.8895543420820856,0.054518231460278316,0.005372555927426458,0.006605601550114497,0.034965650871939404,0.0008807468733485996,0.03567024837061829
27101,19713,25240,7830,8922,43,322,0,527,6,521,1505,77,0,0,0,265,164,3,37,0.4735453761477198,0.4565007862831634,0.0021813016790950134,0.016334398620199867,0.04017653325216862,0.008623750824329124,0.026581443717343885
27283,3194,32005,2729,148,0,24,0,27,0,27,63,0,0,0,0,190,13,0,37,0.8741390106449592,0.046336881653099564,0.0,0.007514088916718848,0.06793988728866625,0.004070131496556042,0.008453350031308704
27834,57258,23163,19399,31286,74,810,15,1563,60,1503,1515,150,34,10,0,2329,0,17,37,0.3652590031087359,0.5490237172098222,0.001886199308393587,0.01432114289706242,0.06797303433581334,0.001047888504663104,0.026546508784798632
27873,413,26719,173,179,0,0,0,8,0,8,9,0,0,0,0,44,0,0,37,0.4406779661016949,0.43341404358353514,0.0,0.0,0.12590799031476999,0.0,0.01937046004842615
27925,4003,19392,2140,1453,37,18,0,67,0,67,93,11,0,0,0,165,15,0,37,0.5578316262802898,0.36572570572070945,0.00924306769922558,0.0044966275293529855,0.05795653260054959,0.0037471896077941546,0.01673744691481389
27973,1205,31384,1088,76,0,0,0,41,0,41,0,0,0,0,0,0,0,0,37,0.9029045643153527,0.06307053941908713,0.0,0.0,0.03402489626556016,0.0,0.03402489626556016
27110,2723,3205,443,2005,0,112,0,106,0,106,0,57,0,0,0,0,0,0,37,0.1626882115313992,0.757253029746603,0.0,0.04113110539845758,0.038927653323540215,0.0,0.038927653323540215
27201,66,28839,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27205,34805,27500,28580,1171,206,341,14,411,13,398,1582,33,0,0,0,2256,39,39,37,0.8665996264904468,0.03459273092946416,0.005918689843413302,0.009797442896135612,0.0766269214193363,0.0014940382129004454,0.012555667289182589
27332,30743,26752,18813,5643,504,351,43,586,9,577,3367,72,41,0,164,865,25,178,37,0.7214650489542335,0.18589597631981264,0.017727612789903393,0.011417233191295579,0.04719773606999968,0.0011059428162508537,0.024558436066746903
27340,43,-666666666,37,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,37,0.8604651162790697,0.0,0.0,0.0,0.13953488372093023,0.0,0.13953488372093023
27517,25355,50330,18710,2679,90,1559,0,490,0,490,1188,0,0,0,0,518,14,37,37,0.784776178268586,0.10565963320844014,0.0035495957404851116,0.061486886215736544,0.03975547229343325,0.0005521593374087951,0.02078485505817393
27518,20102,52614,15708,1394,12,2051,0,369,0,369,383,0,29,0,0,68,7,59,37,0.8004676151626704,0.06934633369813949,0.002039598049945279,0.10202964879116506,0.021739130434782608,0.00034822405730773056,0.02129141378967267
27519,56482,68878,28951,4140,289,18939,31,1508,278,1230,1860,41,0,48,0,323,14,124,37,0.5455012216281293,0.07402358273432244,0.005116674338727382,0.33616019262773983,0.032417407315604975,0.005169788605219362,0.023972238943380193
27523,12441,52779,8718,730,59,1512,0,362,193,169,824,0,0,0,0,110,27,1,37,0.7669801462904912,0.05867695522867937,0.00474238405272888,0.12153363877501809,0.03793907242183104,0.01768346595932803,0.013664496423117112
27527,25337,37455,18951,2605,22,214,58,736,33,703,1341,0,334,0,0,450,466,95,37,0.8008840825669968,0.10281406638512847,0.014050597939771875,0.008446145952559499,0.04680901448474563,0.019694517898725186,0.031495441449263924
27531,778,22117,297,218,0,105,25,47,0,47,48,0,0,0,0,38,0,0,37,0.4434447300771208,0.2802056555269923,0.0,0.13496143958868895,0.10925449871465295,0.0,0.060411311053984576
27537,23736,23493,11634,9390,33,74,0,392,43,349,1121,55,346,0,0,534,157,0,37,0.5373693966970003,0.3979187731715538,0.01596730704415234,0.00311762723289518,0.03901247050893158,0.008426019548365353,0.01470340411189754
27539,23970,46244,17081,2476,7,1131,0,624,0,624,1414,61,0,9,0,1046,0,104,37,0.7715894868585732,0.10584063412599082,0.0002920317062995411,0.04755944931163955,0.06967042136003337,0.0,0.030371297455152272
27556,238,23636,75,151,0,0,0,12,0,12,0,0,0,0,0,0,0,0,37,0.31512605042016806,0.634453781512605,0.0,0.0,0.05042016806722689,0.0,0.05042016806722689
27574,14036,27679,10557,2874,99,43,4,223,1,222,109,0,0,0,0,97,24,0,37,0.7599031062980907,0.2047591906526076,0.007053291536050157,0.0030635508691935023,0.022798518096323737,0.001781134226275292,0.015816471929324595
27617,20281,50828,12656,3966,0,1434,30,575,64,511,1077,40,0,0,0,388,20,57,37,0.6771362358858044,0.197524776884769,0.0,0.07070657265420838,0.04748286573640353,0.0041418076031753855,0.02800650855480499
27709,1152,41387,506,229,0,376,0,26,0,26,15,0,0,0,0,0,0,0,37,0.4522569444444444,0.1987847222222222,0.0,0.3263888888888889,0.022569444444444444,0.0,0.022569444444444444
