zip_code,total_pop,median_income,white_nh,black_nh,native_nh,asian_nh,hawaiian_nh,other_nh,biracial_nh,multiracial_nh,white_h,black_h,native_h,asian_h,hawaiian_h,other_h,biracial_h,multiracial_h,state,white_percentage,black_percentage,native_percentage,asian_percentage,other_percentage,biracial_percentage,multiracial_percentage
30663,3255,21450,2491,526,24,4,0,106,0,106,104,0,0,0,0,0,0,0,13,0.7972350230414746,0.16159754224270353,0.007373271889400922,0.001228878648233487,0.0325652841781874,0.0,0.0325652841781874
30666,10876,27649,7860,1630,4,202,0,121,0,121,563,0,0,0,0,461,0,0,13,0.7744575211474807,0.14987127620448695,0.0003677822728944465,0.018573004781169546,0.053512320706141966,0.0,0.011125413755057005
30115,42934,39701,37104,1459,0,519,0,439,9,430,2926,182,103,7,0,86,68,15,13,0.9323612987375972,0.0382214561885685,0.0023990310709461034,0.012251362556482043,0.01222807099268645,0.0017934504122606792,0.01036474588903899
30117,35620,22989,22066,8308,13,315,49,500,24,476,2554,37,616,0,0,720,114,30,13,0.6911847276810781,0.23427849522740032,0.017658618753509263,0.00884334643458731,0.03425042111173498,0.003874227961819203,0.01420550252667041
30127,70298,34371,30544,29676,114,1267,5,1670,146,1524,3659,706,236,0,0,1700,519,36,13,0.48654300264587896,0.432188682466073,0.004978804517909471,0.018023272354832285,0.04793877492958548,0.009459728584027995,0.022191242994110787
30132,42607,30248,31444,6406,194,384,58,946,28,918,1707,104,0,19,0,1067,252,7,13,0.7780646372661769,0.15279179477550636,0.004553242424953646,0.009458539676578967,0.047245757739338604,0.006571690097871242,0.02171004764475321
30141,23733,32263,15002,6380,0,46,0,583,35,548,1246,242,0,161,0,73,0,0,13,0.6846163569713057,0.2790207727636624,0.0,0.008722032612817596,0.027640837652214218,0.0014747398137614292,0.02309021194117895
30161,34159,24413,23199,7452,136,277,0,949,225,724,1470,34,0,13,0,567,23,0,13,0.7221815626921163,0.21915161450862145,0.0039813811879738864,0.008489709886120788,0.044380690301238326,0.007260165695717088,0.02119499985362569
30175,5409,28145,4677,44,48,0,0,558,0,558,44,12,0,0,0,0,0,26,13,0.8728045849510075,0.01035311517840636,0.00887409872434831,0.0,0.10316139767054909,0.0,0.10796820114623776
30501,31127,24775,11829,4245,13,155,0,564,28,536,12754,5,67,0,0,1143,131,146,13,0.7897645131236547,0.1365374112506827,0.002570115976483439,0.004979599704436663,0.05483984964821537,0.005108105503260835,0.021910238699521314
30513,12108,26458,11602,43,0,84,0,301,0,301,72,0,0,0,0,4,2,0,13,0.9641559299636604,0.0035513709943838785,0.0,0.006937561942517344,0.025189957053187974,0.00016518004625041294,0.02485959696068715
30519,47685,38128,28741,8384,33,4444,0,1170,0,1170,3481,118,0,0,0,926,233,155,13,0.6757261193247353,0.17829506134004403,0.0006920415224913495,0.09319492502883506,0.043955122155814194,0.004886232567893467,0.027786515675789034
30545,929,29352,891,10,0,13,1,14,0,14,0,0,0,0,0,0,0,0,13,0.9590958019375673,0.010764262648008612,0.0,0.013993541442411194,0.015069967707212056,0.0,0.015069967707212056
30549,25530,30989,20716,1953,1,453,41,692,90,602,1145,5,0,0,0,456,23,0,13,0.8562867215041128,0.07669408538973756,3.916960438699569e-05,0.017743830787309046,0.044966705836271055,0.004426165295730513,0.023580101840971406
30571,3459,31765,3095,22,34,21,0,46,0,46,97,0,45,0,0,99,0,0,13,0.9228100607111882,0.006360219716681122,0.02283897080080948,0.006071118820468344,0.04191962995085285,0.0,0.0132986412257878
30602,2952,2499,1560,471,0,566,0,138,0,138,121,15,14,0,0,17,39,0,13,0.5694444444444444,0.16463414634146342,0.0047425474254742545,0.19173441734417343,0.05250677506775068,0.013211382113821139,0.046747967479674794
30828,4052,20591,1432,2546,0,32,0,13,6,7,0,0,0,0,0,0,25,0,13,0.35340572556762095,0.6283316880552814,0.0,0.007897334649555774,0.0032082922013820336,0.007650542941757157,0.0017275419545903258
30016,55279,27088,18907,31299,163,784,88,1101,169,932,1538,388,117,58,0,346,119,112,13,0.36985111886973354,0.5732194866043163,0.0050652146384703054,0.015231824019971418,0.026176305649523328,0.005209935056712314,0.018886014580582138
30101,59515,40433,42107,10391,14,1260,0,920,0,920,3523,174,0,47,0,703,57,45,13,0.7666974712257414,0.17751827270436024,0.00023523481475258337,0.021960850205830464,0.027270436024531632,0.0009577417457783752,0.016214399731160213
30582,4998,16561,4537,116,29,0,0,53,10,43,170,0,0,0,0,79,3,0,13,0.9417767106842737,0.023209283713485393,0.005802320928371348,0.0,0.026410564225690276,0.0026010404161664665,0.00860344137655062
30665,77,15625,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2597402597402597,0.7402597402597403,0.0,0.0,0.0,0.0,0.0
30734,3608,27433,3378,2,203,0,0,25,0,25,0,0,0,0,0,0,0,0,13,0.9362527716186253,0.0005543237250554324,0.05626385809312639,0.0,0.006929046563192905,0.0,0.006929046563192905
30328,38648,54069,24569,4698,55,4728,0,593,199,394,3187,56,29,4,0,92,76,198,13,0.7181742910370523,0.12300765886979921,0.002173463051128131,0.1224384185468847,0.017724073690747258,0.00711550403643138,0.015317739598426828
30345,25797,42735,11967,5540,57,1466,0,811,11,800,5355,0,125,35,0,288,69,58,13,0.671473427142691,0.21475365352560374,0.007055083924487344,0.058185060278326935,0.042601852928635116,0.0031011357909834477,0.033259681358297474
30411,5333,20993,2671,2651,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0.5029064316519782,0.49709356834802176,0.0,0.0,0.0,0.0,0.0
30413,1818,19345,1009,796,0,0,0,1,1,0,0,12,0,0,0,0,0,0,13,0.555005500550055,0.4444444444444444,0.0,0.0,0.00055005500550055,0.00055005500550055,0.0
30415,6765,29349,6120,551,0,7,0,45,0,45,23,0,0,0,0,4,15,0,13,0.9080561714708056,0.08144863266814487,0.0,0.0010347376201034738,0.007243163340724316,0.0022172949002217295,0.0066518847006651885
30423,222,-666666666,202,4,0,0,0,7,0,7,0,0,0,0,0,9,0,0,13,0.9099099099099099,0.018018018018018018,0.0,0.0,0.07207207207207207,0.0,0.03153153153153153
30426,773,27887,395,377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0.5122897800776197,0.48771021992238034,0.0,0.0,0.0,0.0,0.0
30438,24,-666666666,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7083333333333334,0.2916666666666667,0.0,0.0,0.0,0.0,0.0
30446,1055,20625,700,268,0,0,0,17,0,17,11,0,0,0,0,4,0,55,13,0.6739336492890995,0.25402843601895736,0.0,0.0,0.01990521327014218,0.0,0.06824644549763033
30470,337,24191,323,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0.9703264094955489,0.02967359050445104,0.0,0.0,0.0,0.0,0.0
30473,2442,27147,1953,296,0,0,0,47,3,44,32,18,0,0,0,46,23,12,13,0.8128583128583129,0.1285831285831286,0.0,0.0,0.038083538083538086,0.010647010647010647,0.02293202293202293
30017,23415,41560,11550,7804,0,1661,0,492,0,492,1205,84,0,13,0,520,34,0,13,0.5447362801622891,0.33687806961349565,0.0,0.0714926329276105,0.0432201580183643,0.001452060644885757,0.021012171684817425
30025,9679,30786,7367,1901,28,0,0,8,0,8,113,0,0,0,0,178,74,0,13,0.7728071081723319,0.19640458725074905,0.002892860832730654,0.0,0.01921686124599649,0.0076454179150738715,0.0008265316664944726
30038,39514,32031,1484,36676,0,116,18,375,0,375,229,272,24,33,0,53,26,0,13,0.04335172343979349,0.9350609910411499,0.0006073796629042871,0.003770815407197449,0.010831603988459787,0.0006579946348129776,0.009490307232879486
30052,68563,31888,39953,19158,135,1728,13,1578,145,1433,4106,165,0,7,0,1170,153,219,13,0.642606070329478,0.2818283914064437,0.0019689920219360295,0.025305193763400083,0.040079926490964514,0.00434636757434768,0.024094628298061638
30055,3432,26804,2990,94,8,7,0,40,0,40,19,0,57,0,0,217,0,0,13,0.8767482517482518,0.027389277389277388,0.01893939393939394,0.0020396270396270395,0.07488344988344989,0.0,0.011655011655011656
30071,25386,28662,4690,4974,0,2937,0,503,109,394,4533,498,0,8,0,6880,186,114,13,0.36331048609469785,0.21555187898841882,0.0,0.11600882376112819,0.290829591113212,0.011620578271488222,0.020011029701410225
30019,48782,40775,28123,11337,97,1924,0,1356,45,1311,3570,127,0,0,0,1830,181,120,13,0.6496863597228486,0.23500471485383953,0.0019884383584108894,0.03944077733590259,0.06531097535976385,0.004632856381452175,0.029334590627690543
30005,39420,62556,21671,4226,112,9472,0,1090,115,975,1847,238,24,12,0,236,85,227,13,0.5966007102993405,0.1132420091324201,0.003450025367833587,0.24058853373921868,0.03363774733637747,0.0050735667174023336,0.030492135971588025
30008,33637,26687,7229,14193,10,652,5,870,0,870,4479,62,85,0,0,5415,164,284,13,0.3480690905847727,0.42378927966227664,0.0028242708921723102,0.019383417070487855,0.18684781639266285,0.004875583434907988,0.034307459048072066
30022,68945,50275,38045,9241,199,12582,6,1347,102,1245,4854,218,110,30,12,902,334,126,13,0.6222206106316629,0.13719631590398143,0.004481833345420263,0.18292842120530858,0.03262020451084197,0.006323881354703024,0.019885415911233592
30024,79000,46200,41575,8151,180,20674,0,1812,202,1610,4566,582,0,65,0,673,100,29,13,0.5840632911392405,0.11054430379746835,0.002278481012658228,0.26251898734177215,0.03145569620253164,0.003822784810126582,0.020746835443037976
30041,69117,46526,49063,1608,89,10824,0,1602,300,1302,4830,182,8,9,0,712,0,85,13,0.7797358102926921,0.025898114790861872,0.0014034173936947494,0.15673423325665176,0.03347946236092423,0.004340466166066236,0.020067421907779562
30066,55937,39827,38780,8240,11,3741,0,970,16,954,2582,385,51,0,0,1029,18,0,13,0.7394390117453564,0.15419132238053523,0.001108389795662978,0.0668788100899226,0.035736632282746664,0.0006078266621377622,0.017054901049394854
30082,27840,40005,12510,8992,12,2072,0,601,0,601,1221,412,0,15,14,1707,86,198,13,0.49321120689655173,0.3377873563218391,0.0004310344827586207,0.07496408045977011,0.08290229885057471,0.003089080459770115,0.02869971264367816
30083,57137,24026,6133,44135,23,3470,0,809,38,771,1287,414,0,0,0,245,41,121,13,0.12986331098937642,0.7796874179603409,0.0004025412604791991,0.06073122495055743,0.018446890806307646,0.0013826417207763795,0.015611600189019375
30094,33579,33094,11056,18632,65,739,0,799,35,764,1148,198,0,0,0,709,86,72,13,0.3634414366121683,0.5607671461329998,0.0019357336430507162,0.022007802495607375,0.04490902051877662,0.0036034426278328717,0.02489651270139075
30113,6273,27824,5969,184,17,17,7,35,10,25,9,0,0,0,13,0,8,0,13,0.9529730591423561,0.029332058026462618,0.0027100271002710027,0.0027100271002710027,0.005579467559381476,0.0028694404591104736,0.003985333970986769
30125,24052,24272,15204,2977,0,73,0,530,0,530,2981,33,100,0,0,2077,0,53,13,0.7560701812739066,0.12514551804423749,0.004157658406785299,0.0030350906369532677,0.10839015466489273,0.0,0.02423914851155829
30145,7655,26904,6782,710,0,17,0,72,0,72,68,6,0,0,0,0,0,0,13,0.8948399738732854,0.09353363814500326,0.0,0.0022207707380796863,0.009405617243631613,0.0,0.009405617243631613
30148,762,13933,583,0,0,0,0,131,0,131,0,0,0,0,0,9,39,0,13,0.7650918635170604,0.0,0.0,0.0,0.1837270341207349,0.051181102362204724,0.17191601049868765
30152,43030,41602,27425,7976,22,2741,13,912,73,839,2714,77,26,86,0,697,58,124,13,0.7004183128050198,0.187148501045782,0.0011155008133860098,0.0656983499883802,0.0373925168487102,0.0030443876365326516,0.02237973506855682
30204,13151,19901,7801,4789,26,78,0,162,0,162,127,0,0,0,0,138,0,30,13,0.602843890198464,0.3641548171241731,0.0019770359668466277,0.005931107900539883,0.022811953463614934,0.0,0.014599650216713557
30215,36879,40113,21791,10012,56,1564,2,1112,44,1068,1286,134,14,35,0,544,186,24,13,0.6257490712871824,0.2751159196290572,0.0018980991892404893,0.04335800862279346,0.04490360367688929,0.006236611621790179,0.02961034735215163
30217,9537,26023,7861,1032,3,62,0,299,0,299,201,0,0,0,0,42,30,0,13,0.8453392052007969,0.10821012897137465,0.00031456432840515884,0.006500996120373283,0.03575547866205306,0.0031456432840515887,0.03135157806438083
30218,1868,31595,1342,398,0,0,0,43,0,43,77,0,0,0,0,8,0,0,13,0.7596359743040685,0.21306209850107066,0.0,0.0,0.027301927194860815,0.0,0.023019271948608137
30223,36501,21749,19235,14021,230,154,0,588,64,524,2038,0,0,21,0,114,0,91,13,0.5828059505219035,0.3841264622887044,0.00630119722747322,0.00479438919481658,0.019232349798635653,0.001753376619818635,0.016848853456069696
30233,23821,23949,17002,5269,0,104,0,486,0,486,454,26,0,0,0,278,81,20,13,0.7327987909827464,0.2222828596616431,0.0,0.004365895638302338,0.032072541035221024,0.003400361025985475,0.021241761470970993
30248,26317,36048,16724,6971,0,430,0,182,1,181,1584,0,0,26,0,186,167,29,13,0.695671999088042,0.2648858152524984,0.0,0.017327202948664362,0.013983356765588782,0.006383706349507923,0.007979632936884903
30253,53958,33080,16501,29094,7,2212,0,2464,80,2384,2109,443,0,0,0,751,46,289,13,0.3448978835390489,0.547407242670225,0.00012973053115386042,0.04099484784461989,0.05958337966566589,0.002335149560769487,0.049538529967752695
30256,3007,28990,2866,64,0,0,0,49,27,22,12,0,0,0,0,16,0,0,13,0.9571000997672099,0.021283671433322247,0.0,0.0,0.02161622879946791,0.008979048885932824,0.007316262055204523
30268,10298,29898,5192,3810,6,178,0,95,0,95,519,0,0,0,0,377,61,60,13,0.5545737036317732,0.3699747523791027,0.0005826374053214216,0.017284909691202176,0.04583414255195183,0.005923480287434453,0.015051466304136726
30273,15015,30918,1706,8568,0,662,0,383,0,383,1342,0,0,26,0,1319,30,0,13,0.202997002997003,0.5706293706293706,0.0,0.04582084582084582,0.11335331335331335,0.001998001998001998,0.02550782550782551
30274,35861,24239,2460,27887,44,1209,0,686,39,647,1155,546,0,8,0,1681,47,46,13,0.10080588940631884,0.7928669027634477,0.001226959649758791,0.03393658849446474,0.06600485206770586,0.0023981484063467277,0.019324614483700958
30288,8749,26554,546,6105,0,174,15,551,0,551,839,0,0,0,0,377,60,82,13,0.1583038061492742,0.6977940336038404,0.0,0.019887987198536974,0.10606926505886387,0.006857926620185164,0.07235112584295349
30296,28169,28207,1271,23730,66,544,0,380,32,348,876,266,0,0,0,1005,10,0,13,0.07621853810926905,0.851858425929213,0.002343001171500586,0.01931200965600483,0.04916752458376229,0.0014910007455003727,0.012354006177003088
30303,6628,9189,1865,3891,18,258,0,168,0,168,195,69,36,0,0,9,16,71,13,0.3108026554013277,0.5974652987326494,0.008147254073627036,0.03892576946288473,0.026704888352444178,0.0024140012070006035,0.036059143029571514
30263,59799,30668,36146,15813,92,1007,26,1432,0,1432,4035,300,18,0,0,647,15,76,13,0.6719343132828308,0.26945266643254906,0.0018394956437398618,0.016839746484054917,0.03476646766668339,0.0002508403150554357,0.02521781300690647
30319,43011,59500,31023,3923,106,2572,8,923,20,903,2293,127,1015,10,6,530,302,82,13,0.77459254609286,0.09416195856873823,0.02606310013717421,0.06003115482085978,0.03378205575317942,0.007486456952872521,0.02290111831856967
30429,168,18026,32,127,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0.19047619047619047,0.7559523809523809,0.0,0.05357142857142857,0.0,0.0,0.0
30009,17371,51490,10724,1584,4,2871,0,301,19,282,1452,0,0,124,21,156,36,47,13,0.7009383455183927,0.09118646019227448,0.00023026883886938,0.1724137931034483,0.026308214840826665,0.003166196534453975,0.018939611997006504
30028,27120,39046,23121,459,71,595,0,521,0,521,1629,28,22,0,0,617,0,0,13,0.9126106194690266,0.01795722713864307,0.003429203539823009,0.02193952802359882,0.04196165191740413,0.0,0.019210914454277285
30046,37338,28080,10851,12631,23,2709,0,1279,24,1255,4471,1248,32,11,26,3712,190,82,13,0.4103594193582945,0.3717124645133644,0.0014730301569446677,0.0728480368525363,0.1336707911511061,0.005731426428839252,0.03580802399700037
30118,2096,2499,407,1484,0,28,0,23,0,23,80,27,0,7,0,16,0,0,13,0.23234732824427481,0.7208969465648855,0.0,0.016698473282442748,0.018606870229007633,0.0,0.01097328244274809
30149,2004,3204,1602,240,0,72,0,10,0,10,57,18,0,0,0,4,0,1,13,0.8278443113772455,0.12874251497005987,0.0,0.03592814371257485,0.006986027944111776,0.0,0.0054890219560878245
30164,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,
30284,103,30417,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8058252427184466,0.1941747572815534,0.0,0.0,0.0,0.0,0.0
30289,52,29821,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
