zip_code,white_percentage,median_income
66968,0.986139986139986,27340
66770,0.9171151776103336,26165
66870,0.9496402877697842,28750
66956,0.9824561403508772,23688
66085,0.9055404178019982,52686
66216,0.8384180340927194,41861
66010,0.956989247311828,23286
66031,0.6702786377708978,11709
66045,0.7478591817316841,3703
66621,0.6745213549337261,3401
66622,0.6285714285714286,28194
66728,1.0,14861
66873,0.9735849056603774,30556
66043,0.7120007311945892,27688
66047,0.7934334511189635,29526
66048,0.7865777753188193,31032
66053,0.966804979253112,38214
66054,0.9561161022805804,30111
66060,0.9254143646408841,30792
66103,0.7610355888193066,30086
66208,0.956546275395034,53886
66224,0.8684462797728781,63368
66411,0.9403927068723704,24167
66412,1.0,30625
66432,0.9318181818181818,26477
66438,0.8717948717948718,37500
66451,0.9581614614024748,32423
66522,1.0,17946
66540,0.8979118329466357,31563
66546,0.8589626933575978,43253
66604,0.8176745860331174,29070
66614,0.8391937711917619,35804
66712,0.9628808864265928,25536
66753,0.9844961240310076,30561
66761,1.0,25583
66762,0.8877530323313456,20791
66771,0.9470842332613392,28884
66781,0.9604278074866309,21518
66783,0.9072727272727272,26488
66830,0.9036144578313252,37697
66845,0.9497257769652652,25275
66868,0.9809203142536476,38140
66415,0.9736842105263158,31280
66416,0.9121863799283154,32569
66428,0.9857954545454546,38333
66431,0.9231950844854072,28579
66503,0.8419151983064567,44225
66506,0.8233911254775198,4001
66508,0.9711981566820276,30136
66509,0.6338451268357811,25463
66512,0.939133425034388,35288
66872,0.9435318275154004,23225
66021,0.9560714285714286,42383
66035,0.6895522388059702,13750
66062,0.8606138420151627,44585
66076,0.9337186897880541,31717
66087,0.99359316604378,31356
66090,0.9807211710103536,25660
66215,0.8431290285670697,39947
66093,0.9799691833590138,36053
66094,0.6879194630872483,25750
66424,0.9547619047619048,29950
66427,0.9873532068654021,30149
66429,0.8645276292335116,33594
66439,0.7630476190476191,23576
66531,0.9764216366158114,36779
66543,0.9899451553930532,32276
66552,0.9168591224018476,31500
66603,0.6432311144353029,20223
66607,0.6508832444862548,18171
66608,0.8098366477272727,22222
66611,0.8431601478886943,32101
66733,0.9558058925476604,26635
66754,0.9852579852579852,26094
66763,0.9450516986706056,33514
66776,0.9459053343350864,29215
66838,0.9207920792079208,35385
66864,0.921875,27826
66871,0.9834384858044164,31833
66933,1.0,23816
66938,0.9974424552429668,25984
66941,0.8813559322033898,28611
66945,0.97918637653737,31094
66007,0.935385949696444,36199
66012,0.8806946891517745,36714
66013,0.9920597851471276,53333
66026,0.9558011049723756,36563
66027,0.7542708968883466,34306
66033,0.9942279942279942,22593
66214,0.8159358638743456,33023
66217,0.8153701968134958,34544
66056,0.9687819856704196,27739
66061,0.8421848713555895,38463
66067,0.9232882087502452,30005
66072,0.9778894472361808,24493
66078,0.9405074365704288,32644
66088,0.9902707275803724,38860
66219,0.8452525252525253,46282
66227,0.9036925395629238,52008
66401,0.9741892786234282,33191
66833,0.9021739130434784,35000
66840,0.9622641509433962,27917
66758,0.9598214285714286,17262
66767,0.8995815899581591,26333
66782,0.8731343283582089,20556
66842,0.949561403508772,42593
66850,0.9578059071729956,18750
66852,0.9952755905511812,28182
66853,0.9645232815964524,27885
66858,0.9746835443037974,30313
66860,0.96425855513308,30769
66930,0.967741935483871,22250
66939,1.0,36750
66944,1.0,33125
66946,0.979591836734694,26250
66955,0.9718309859154929,24583
66757,0.9471337579617836,25361
66779,0.961199294532628,31538
66834,0.8583690987124464,32984
66849,0.9913978494623656,30536
66717,0.994671403197158,26328
66735,0.9519071310116086,27953
66772,1.0,27188
66859,0.9664179104477612,16250
66869,0.9336941813261164,28576
66936,0.9671232876712328,21731
66937,0.9886128364389234,28021
66940,1.0,26384
66942,0.9477124183006536,24375
66943,0.927710843373494,23167
66959,0.9662921348314608,30368
66970,1.0,31250
66510,0.9750692520775625,26875
66612,0.6021684737281068,18222
67109,0.9883040935672516,31641
67119,0.9291784702549576,30467
66019,0.9420289855072465,15962
66097,0.9555935098206658,35060
66207,0.936857760951866,48344
66436,0.9493813273340832,30356
66544,0.992,30727
66714,0.8469387755102041,23269
66414,0.9323915237134208,27839
66417,0.9775561097256856,28333
66419,1.0,35625
66423,0.9727668845315904,21094
66425,0.8545454545454545,23963
66024,0.8866906474820144,19912
66218,0.9460045662100456,59350
66514,0.921285140562249,51146
66549,0.966346153846154,31837
66095,0.9791288566243194,29286
66018,0.9783341357727492,36183
66006,0.933171168864422,30511
66008,0.9560975609756096,40714
66017,0.995049504950495,35294
66046,0.7286110410889841,23300
66205,0.9058052015798496,49215
66213,0.8134991119005328,47293
66220,0.9083655083655084,63554
66226,0.8588293510533013,47580
66403,0.9658119658119658,32981
66422,0.967741935483871,31538
66434,0.9061650992685476,27928
66732,0.9716981132075472,28333
66734,1.0,17277
66052,0.9080604534005038,41346
66075,0.9639443961772372,24471
66080,0.9523809523809524,34737
66083,0.954501545595054,39101
66105,0.801195219123506,21090
66212,0.8507999503906735,39361
66440,0.8722084367245657,37660
66501,0.8945783132530121,30240
66502,0.8308437981934347,19895
66518,1.0,38750
66520,0.9930313588850174,31813
66538,0.96496266513498,32500
66547,0.9480217222653221,34083
66617,0.9566248729244324,37452
66710,0.898989898989899,27396
66716,0.9689922480620154,27375
66839,0.9371337240277038,28543
66952,0.9178082191780822,24524
66740,1.0,35543
66851,0.9668737060041408,19871
66780,0.9575757575757576,30813
66801,0.8844461652176974,24982
66835,0.9608626198083068,30553
66856,0.9412724306688418,31574
66862,1.0,-666666666
66866,0.9340463458110516,24199
66901,0.9341692789968652,26517
66932,0.9583333333333334,22143
66964,0.9724770642201837,19063
67132,0.9529411764705882,30048
67026,0.9555602806719116,34075
67152,0.9173634488000868,24902
67337,0.7770609919571045,22151
67458,0.9263565891472868,24792
67519,1.0,23571
67487,0.924170616113744,29345
67490,0.9694915254237289,22569
67154,0.8773159739609414,36790
67134,0.9001782531194296,23750
67147,0.9293964232488824,35748
67150,1.0,10625
67206,0.8301444266139982,41555
67213,0.7419889008234873,23207
67333,0.8280791788856305,27969
67342,0.9170454545454544,31587
67345,0.9134615384615384,14861
67354,0.9093333333333332,21833
67364,0.9794238683127572,35833
67430,0.904225352112676,22578
67450,0.9361702127659576,27411
67452,0.9714285714285714,31000
67455,0.9907811741872876,27875
67457,0.9682758620689657,30066
67131,1.0,32455
67127,0.9944237918215614,26250
67135,0.9393571861734384,39798
67146,0.9167487684729064,34083
67156,0.8641478551456045,25580
67216,0.7619428520641692,24619
67349,0.9305711086226204,23125
67401,0.8711035894206549,29209
67427,0.8755555555555555,22396
67049,1.0,26509
67053,0.9906103286384976,26932
67057,0.9809160305343512,23654
67068,0.955,30777
67103,0.9757281553398058,37500
67107,0.9733033129623672,31775
67110,0.9267558528428094,37680
67114,0.9196120179796546,30229
67120,1.0,39147
67133,0.9617402036408516,35420
67137,0.9428571428571428,26111
67138,0.9736842105263158,27292
67143,0.925,26250
