zip_code,other_percentage,median_income
87548,0.6208494208494209,25121
87523,0.7045454545454546,-666666666
87530,0.6039603960396039,-666666666
88343,1.0,-666666666
88113,0.6774193548387096,28036
87543,1.0,-666666666
87064,0.6712328767123288,15179
87533,0.6038961038961039,19583
87539,1.0,-666666666
87515,0.7566765578635015,-666666666
87017,0.6987577639751553,-666666666
