zip_code,white_percentage,median_income
25245,1.0,27121
25268,0.9927385892116184,18115
25286,0.9429411764705884,21350
25303,0.8400354819633353,37826
25311,0.7713425757022985,23412
25419,0.8878141384921352,30769
25434,0.912087912087912,26581
25446,0.8742665549036044,31603
25106,1.0,18692
25501,0.9724540901502504,26198
25507,0.9871134020618556,19375
25515,0.9906953966699314,23800
25520,0.9886439545758184,26258
25535,0.9366952789699572,28229
25564,1.0,23367
25601,0.9430368373764599,23594
25606,0.9477465708687132,29031
25608,0.9828519855595668,24650
25617,0.9971671388101984,21000
25621,1.0,22775
25628,1.0,30909
25632,0.9385026737967914,16759
25644,1.0,12955
25671,1.0,21477
25817,0.9505649717514124,16569
25818,1.0,28661
25836,1.0,6647
25843,1.0,30682
25666,1.0,-666666666
25650,1.0,23550
26541,0.9780941949616648,33997
26576,1.0,26875
26627,1.0,16183
26629,0.8827361563517915,26000
26676,1.0,26765
26680,1.0,14073
26714,1.0,-666666666
26726,0.9226436052046968,25514
26731,1.0,26313
26753,0.986444040337246,28492
26757,0.9519158527422992,21821
26804,0.9747023809523808,19420
26823,1.0,-666666666
26855,1.0,29453
26003,0.9285402203990484,27254
26031,0.943661971830986,23018
26150,0.960861364350833,33396
26152,1.0,-666666666
26159,0.9798496240601504,24534
26180,0.9901751388295601,25667
26184,0.9894314868804664,27826
26217,1.0,15991
26224,1.0,46094
26259,1.0,-666666666
26269,0.9963459196102314,25603
26278,1.0,26027
26294,0.9864099660249149,29615
26327,1.0,40156
26034,0.9790625743516536,26977
26037,0.9670109449668568,26921
26062,0.9318050471970718,27055
26143,0.994173852248893,24872
26149,0.9888720283257459,25827
26201,0.9638536071087906,25145
26266,1.0,33289
26267,1.0,21042
26292,0.9952830188679244,22083
26320,0.9924812030075189,22361
26347,0.9864130434782608,26324
26385,0.9916726147989532,31104
26411,1.0,24338
26419,0.8578199052132701,21856
26430,0.8995433789954338,22292
26440,0.9623655913978496,24760
26447,0.9746192893401016,21182
26519,0.929496402877698,22021
26554,0.9253273224305788,26908
26570,0.9862127180641532,27108
26587,1.0,33200
26611,1.0,25313
26623,1.0,25111
26624,0.9780139245144742,25294
26443,0.9598853868194842,21944
26562,1.0,36667
26621,0.9949494949494948,27967
26833,0.980290943219146,22207
26169,0.9740853658536586,33179
26291,1.0,27143
26408,0.9892336922102596,41667
26705,1.0,24344
26707,0.91796875,19583
26719,0.9885358663609564,27833
26801,1.0,21733
26808,1.0,41673
26814,1.0,24722
26836,0.8601694915254238,24225
26852,0.9676549865229109,15508
26374,1.0,31864
26537,0.9643605870020964,26436
26710,0.9982285208148804,26850
26716,1.0,25632
26717,1.0,20750
26743,1.0,35091
26560,1.0,37577
26335,0.9968203497615262,20601
26254,1.0,26111
26563,0.6247139588100686,22480
26591,0.985934360348292,30676
26178,1.0,21406
26425,0.9956140350877192,21227
26559,0.955592105263158,28945
26631,1.0,11667
26030,0.952542372881356,26250
26170,0.943585657370518,25526
26268,1.0,-666666666
26321,1.0,-666666666
26412,0.9690522243713732,-666666666
26234,0.9878695981804396,21061
24712,0.9200530035335688,10669
24733,1.0,23953
24818,1.0,18098
24822,1.0,23113
24844,1.0,15527
24851,1.0,16111
26330,0.9483739837398374,40135
24981,0.8461538461538461,-666666666
24962,1.0,38355
24963,0.9804656141289804,24623
24976,0.986046511627907,27766
24888,0.8235294117647058,-666666666
24977,1.0,28203
26161,1.0,34044
26348,1.0,25588
26349,1.0,11250
26354,0.9633482867232986,25057
26384,1.0,22324
26405,0.933385579937304,26361
26438,1.0,-666666666
26448,0.9663716814159292,24591
26585,1.0,28500
26662,1.0,26875
26678,1.0,29152
26036,1.0,40469
26101,0.9459858526200124,20695
26138,0.9398907103825136,13668
26148,0.9351620947630924,25688
26164,0.984778715784088,23985
26181,0.9990476190476192,32261
26205,1.0,22439
26208,0.9975874547647768,24741
26209,1.0,31696
26228,1.0,-666666666
26261,0.9554234769687964,16178
26337,0.945945945945946,21790
26339,1.0,34024
26342,1.0,30476
26376,1.0,17250
26377,0.9895561357702348,19293
26404,0.8018691588785046,16620
26075,0.9865470852017936,31058
26104,0.96584008097166,25699
26105,0.9468075964595686,30607
26146,0.9667266187050358,21583
26039,1.0,22444
26033,1.0,24020
26035,0.9469078179696616,28696
26038,0.9847133757961783,37124
26047,0.9836569579288026,26053
26050,0.9561797752808988,17868
26059,0.9634285714285714,33175
26134,0.9816933638443937,25893
26151,1.0,14547
26160,1.0,33077
26187,0.9855947955390336,35679
26222,1.0,-666666666
26236,1.0,6991
26237,1.0,21148
26238,0.8997289972899729,20147
26241,0.9486206393227266,22986
26273,0.9529750479846448,19474
26283,0.9499709133216988,26553
26288,0.9957225786739994,20142
26298,1.0,17065
26361,1.0,24504
26362,0.9959777227722773,22948
26372,1.0,31875
26415,0.947517730496454,25356
26574,0.8419540229885057,22679
26581,1.0,22974
26586,1.0,20380
24724,0.9252336448598132,55298
24731,1.0,20465
24736,0.9777397260273972,20996
24813,1.0,20893
24862,1.0,10400
24898,1.0,-666666666
24946,0.9646672144617912,22893
24957,0.9933333333333332,31615
24715,0.9600938967136151,17778
24726,1.0,15463
24846,1.0,8984
24849,1.0,14330
24850,1.0,17898
24854,0.7470817120622568,-666666666
24882,1.0,9500
24887,1.0,-666666666
24924,1.0,17180
24935,1.0,23447
24941,0.901877133105802,22519
24951,1.0,27683
24974,1.0,17008
24983,0.9774774774774776,19609
24934,1.0,23750
24945,0.8770764119601329,16272
24966,0.9375424304141208,16367
26590,1.0,46154
26656,1.0,22692
26711,0.9928619986403808,28404
26767,1.0,25518
26810,1.0,26589
