zip_code,black_percentage,median_income
71601,0.8732641324168887,18071
71661,0.8478260869565217,17292
71752,0.6105882352941177,19200
71838,0.6178128523111612,28667
71638,0.6065234273880404,20144
71640,0.6627718273287894,17493
71643,0.6935659760087239,20684
71677,0.8979591836734694,14904
71662,0.7035175879396985,-666666666
71676,0.7087912087912088,16803
71839,0.7943661971830986,17171
71725,0.8193384223918575,25729
72209,0.6421894180227251,23413
72204,0.7237808739708677,22013
72332,0.8240000000000001,8958
72335,0.6034269087774126,19416
72360,0.6435013262599469,16725
72340,0.8823529411764706,-666666666
72390,0.7635374493927125,17895
72037,0.8,41250
72367,1.0,-666666666
72379,1.0,-666666666
72036,0.6940789473684209,16742
72107,0.90625,-666666666
72394,0.6215644820295984,16395
72004,0.7990196078431373,22695
72114,0.7029153169828783,14993
72117,0.6965942176179836,18245
72175,0.7509578544061303,20500
72331,0.6352159468438539,18688
72341,0.6634146341463415,18182
72342,0.6583085422864429,17688
