zip_code,other_percentage,median_income
90716,0.6260413020651032,22660
93627,1.0,9094
92236,0.6951645886931855,21311
92335,0.6100537731859103,22581
92267,1.0,-666666666
93905,0.6721514595826932,21844
93954,0.6025408348457351,21250
95637,0.6156716417910447,-666666666
92254,0.6670416197975253,17025
96133,0.9206349206349206,-666666666
