zip_code,latino_percentage,non_white_latino_percentage,median_income
90040,0.9502757949383517,0.2353990914990266,23706
90044,0.6499301107166919,0.3798356847641362,21270
93927,0.8880501807357006,0.4918137359132469,22465
93203,0.9389286029476657,0.165784132027182,19385
93060,0.7817191247446185,0.09276641103840344,26107
93215,0.7710979293278504,0.1167618908985043,16885
93219,0.9347593582887701,0.1373845405930968,16230
93250,0.9406460379223025,0.07887097770366247,17324
93257,0.6380245429239797,0.17694951580653173,19977
93615,0.9048369308334646,0.32314479281550335,19798
93620,0.7016618010330115,0.3709858522344487,23195
93622,0.8984034833091437,0.3407837445573294,21118
93650,0.6199180586196029,0.34982666246454464,21526
93666,0.8914549653579676,0.27136258660508084,16827
93721,0.6207843137254901,0.3250980392156862,15316
93239,0.9686998394863563,0.2271268057784911,22628
93241,0.9466975666280417,0.11874123315240592,20593
93256,0.8823421101086356,0.1703185417050267,14009
93280,0.8171867225815623,0.1039874902267397,17989
93954,0.8838475499092558,0.5989110707803993,21250
93960,0.7257657791292739,0.4137061484832752,20790
91340,0.9289191282221485,0.3149684699634916,25002
92113,0.74825366388166,0.17990686207368856,21514
92083,0.6119871421701385,0.08552481713027416,27717
92802,0.63121191926885,0.12995049504950495,26149
92571,0.744646142098504,0.5410433514976918,27025
91764,0.7075003969864319,0.3743493833477424,26884
91790,0.6019056421089692,0.32283689816037314,29720
91732,0.660074715841348,0.2906128288689293,21649
91352,0.7259750191180219,0.23814682640836088,24098
95307,0.6082146792558822,0.21640775230646236,25949
95637,0.6156716417910447,0.6156716417910447,-666666666
95639,0.6358208955223881,0.09253731343283589,31050
91766,0.746033062420523,0.33687178636589815,22777
91767,0.6796822511164684,0.32689799628502547,25463
91911,0.7184561921310071,0.14222978601861336,27409
91963,0.6607445008460237,0.09898477157360408,23344
91980,inf,,-666666666
93272,0.8534098151688974,0.1349054599532611,21474
93429,0.9305555555555556,0.26388888888888895,24180
93286,0.7874015748031497,0.28497880072683224,20464
93201,0.8265822784810126,0.1556962025316455,17500
93204,0.8571869454517398,0.4816757966206311,19297
93266,0.6978309648466716,0.4195961106955871,21660
93434,0.892363441148839,0.18534424909408131,22303
93543,0.6566147859922179,0.3368538076709283,24152
93625,0.633205112296811,0.11837696984737556,22077
93630,0.779474089770757,0.2544789057984974,23316
93637,0.7044370925367325,0.27174759170964286,27168
93926,0.9062261476392978,0.5233889434085705,27049
90242,0.746709139457535,0.31088677565934325,30536
92173,0.9427741935483871,0.10451612903225804,20775
92704,0.704736132969509,0.3983876994146353,25413
92805,0.7352641048363275,0.13652353715191068,26763
92132,inf,,-666666666
92222,inf,,-666666666
92250,0.7580589254766031,0.2570768341998845,22293
93206,0.778169014084507,0.06396713615023475,21336
93234,0.9423521414004079,0.513256288239293,16171
93242,0.666090961427749,0.19948186528497414,25489
93247,0.8109027092245256,0.1648568608094767,16517
93249,0.9685333333333334,0.07040000000000002,22031
92254,0.9776050720932611,0.6802331526740976,17025
92280,inf,,-666666666
92316,0.8075181159420289,0.3292224080267558,25538
92324,0.6703795104382045,0.2701594077236044,27850
92551,0.6290023815824292,0.42280438681603005,26692
92553,0.6647131481432814,0.46808231058316474,23524
92567,0.6264087152516905,0.24718256949661915,26333
92570,0.7475859341528523,0.5081732195234485,25344
92337,0.7030835881753313,0.46478083588175334,31318
92376,0.7764186559795551,0.20802695010745187,23888
92405,0.6733528161530287,0.25647582359192345,21462
92410,0.7432522418538577,0.25652579241765067,20022
92503,0.6180783037330849,0.27898190495128256,28115
92231,0.9756639376996805,0.1672074680511182,17746
92273,0.891542288557214,0.040298507462686595,17743
92309,0.701048951048951,0.15909090909090906,17063
92404,0.6634188985138679,0.2363029484224748,22215
92407,0.6364723904004669,0.17547596469472615,25980
92703,0.7756829494154416,0.5799571709688621,21967
92801,0.6044388383337839,0.15635042195993637,26132
92707,0.8238891354736894,0.36570169814732617,26078
92258,0.7298747763864043,0.14490161001788915,9826
92281,0.8159011964492474,0.5534542647626399,17191
91950,0.641467411190124,0.10693774956649016,24458
91405,0.6224372139948834,0.44209634994415015,22976
91722,0.6443359995379861,0.2757356126014264,30020
91761,0.6887423687423687,0.34746438746438746,29604
91910,0.6197581991850912,0.1090775499298644,31295
91342,0.7620170199270575,0.1497330725725462,27968
91303,0.6417716709934781,0.363547141138479,26393
91331,0.8634811963056382,0.3201653738929242,23063
91608,1.0,0.0,-666666666
91702,0.6698353365771921,0.3096703509167661,22968
91706,0.7463148316651501,0.3658130768230859,23589
93652,0.7648148148148148,0.1518518518518519,19091
93033,0.8408165192854866,0.12333974805492265,22490
93036,0.6965034674639757,0.1281715875586562,30359
93043,1.0,0.20138888888888884,-666666666
93258,0.6014344262295082,0.22899590163934425,11383
93235,0.8583629893238434,0.32858837485172,17431
92154,0.6790591038334888,0.11418424572090036,26319
92233,0.7533626315088561,0.4210946863763484,2499
94063,0.6474029884991539,0.3845183124444317,31923
94573,0.6666666666666666,0.0,73750
94850,inf,,-666666666
95076,0.7053219032276624,0.37462746677406367,25308
90201,0.9430098563232482,0.18456333055460206,20297
90031,0.6614640745565687,0.4260947990780639,19613
90063,0.9571507965913302,0.593312337902927,23504
90605,0.7569416799363057,0.4641470939490445,31610
90606,0.8701306575317549,0.5537029738988086,30622
90059,0.6962217170076864,0.3572805023275955,20195
90280,0.9557384670653621,0.35590963842691414,22569
90601,0.703896671138427,0.39537640782454064,36179
90079,inf,,-666666666
90090,inf,,-666666666
90095,inf,,-666666666
90506,inf,,-666666666
90747,inf,,-666666666
90831,inf,,-666666666
95226,inf,,-666666666
95358,0.6048763989669167,0.15167261099495755,25379
95360,0.6861726163578852,0.057011598132248764,27949
95333,0.7282394643560457,0.36864907443875544,22442
95388,0.7010484556531595,0.4731510342873335,23816
95039,0.8007448789571695,0.5623836126629423,26914
95313,0.6298850574712643,0.10957854406130263,35013
95317,0.7489609310058188,0.5876974231088945,30295
95041,0.6651376146788991,0.0,25417
95215,0.6369316780399572,0.20578804571240644,21621
95023,0.6184602137656066,0.12588211070138328,33182
95653,0.9931153184165232,0.40447504302925985,21094
95322,0.6294225392846814,0.2933577557119445,26082
95351,0.7078406328540233,0.1475011330394298,19830
95013,0.611764705882353,0.0,36389
95645,0.7634237107921319,0.05316321105794797,22195
95234,inf,,-666666666
95319,0.6808022922636103,0.11404011461318053,15852
95341,0.6623753399818676,0.3296766394681172,20873
95697,0.6994535519125683,0.049180327868852514,-666666666
95724,1.0,0.2727272727272727,-666666666
95915,inf,,-666666666
95116,0.6423824451410658,0.4719390953873712,26799
95206,0.6103657587548638,0.18837354085603109,23370
95686,0.6283676703645008,0.35974643423137875,17089
96155,inf,,-666666666
