zip_code,white_percentage,median_income
84620,0.9614921780986764,33672
84628,0.9237947122861586,30326
84629,0.9866484080794248,30272
84630,0.6635944700460831,19000
84634,0.6761793826441468,7315
84647,0.94970703125,19862
84663,0.927252444000822,30975
84710,0.9449541284403671,27734
84004,0.9638017625319816,39959
84529,1.0,-666666666
84711,0.9869513641755636,30069
84731,0.9452736318407958,22586
84738,0.9084249084249084,32419
84740,1.0,13750
84743,1.0,18750
84759,0.9306976744186046,21474
84760,0.9623352165725048,25688
84052,0.8249201277955271,26144
84082,0.9941520467836256,26641
84530,1.0,10849
84637,0.7826589595375723,21848
84741,0.9222720478325859,25439
84715,1.0,30179
84790,0.896584917631101,28081
84005,0.9190644616512124,36755
84045,0.92133821801341,43776
84081,0.8055594496625478,36680
84096,0.9176695209442258,39220
84144,0.8981481481481481,-666666666
84308,0.9575971731448764,29688
84665,0.8983666061705989,21438
84721,0.9059965541875026,25108
84742,0.9308943089430894,26758
84746,0.9882139619220308,21359
84756,1.0,11842
84763,1.0,24583
84767,0.8737474949899801,25000
84784,1.0,16750
84626,0.7797356828193832,-666666666
84664,0.9484665136657626,35778
84749,0.9838709677419356,35231
84037,0.9524766246812456,37077
84095,0.8833634339955481,42439
84318,0.9523709167544784,31820
84542,0.969078540507112,25691
84750,0.9957627118644068,19833
84035,1.0,-666666666
84305,1.0,28482
84341,0.8666693991310763,21190
84535,0.9071680376028202,27458
84724,0.797979797979798,26042
84606,0.864697950377562,11957
84624,0.9238371102402454,25881
84309,0.9843342036553524,36000
84316,0.9814814814814816,30398
84317,0.9899726526891522,32455
84324,0.9557142857142856,32000
84022,0.81169757489301,51611
84043,0.925416421104873,38562
84054,0.8605371900826446,38175
84055,0.9986291980808774,36295
84065,0.9393355018587359,39808
84118,0.6772777629752205,31106
84310,0.968349842957236,50924
84311,0.9719101123595506,28125
84326,0.9376310272536688,29482
84331,0.9588014981273408,31618
84333,0.9722709722709724,28051
84414,0.9420412963931,35277
84521,0.96617050067659,33650
84528,0.9137733689431514,29896
84631,0.8425925925925926,30674
84635,0.8955650929899857,25964
84643,0.9900199600798404,26131
84648,0.919494139420111,25040
84723,0.95,17857
84726,0.9404915912031048,21719
84728,1.0,26250
84329,1.0,-666666666
84537,1.0,36042
84622,0.9290928050052136,22068
84627,0.8923863330642992,16236
84632,0.9471502590673576,23500
84653,0.9488886502738108,29092
84654,0.9381980640357408,28360
84657,1.0,26375
84025,0.9431527795232708,41884
84028,0.8095238095238095,18269
84044,0.6929821329895008,29714
84056,0.7518796992481203,30698
84328,0.988213399503722,31861
84314,0.9701492537313432,30924
84319,0.8982770828416332,28826
84321,0.8856778764120176,20524
84332,0.9537205081669692,31461
84021,0.9296732026143792,26053
84039,0.7311703360370799,32115
84041,0.8669914040114614,30983
84092,0.9079274311583104,39426
84093,0.9187768553669016,38274
84101,0.7579244463742943,31980
84103,0.8903955311289306,40879
