zip_code,black_percentage,median_income
77016,0.6307537165349207,20392
77048,0.668661263123538,22614
77051,0.7722548051797224,19423
75210,0.6040585725815749,20694
75134,0.7226564285387814,31206
77473,0.6493506493506493,16326
77489,0.7027875111134355,32641
77021,0.7151522087434196,25003
77446,0.913957055214724,6350
77451,0.9433962264150944,14792
77481,0.7142857142857143,11563
75832,0.6074766355140186,30635
75928,0.7128547579298832,22694
75146,0.6589005634231765,31323
77708,0.6944001276324187,29256
77640,0.6217369158283459,23550
75215,0.6857672017061398,20189
75237,0.7632917891985249,22745
75115,0.6742195177262076,37847
75641,0.7752808988764045,20000
77047,0.6742089771891097,32033
77368,0.7040358744394619,16574
75573,0.6869565217391305,29821
75241,0.7406057917749193,19809
75705,0.6372194062273715,25174
75934,0.7625570776255708,47667
77334,0.7067039106145251,43554
77028,0.6683500717360115,19154
77703,0.6210663387108443,19891
77033,0.6645068394528437,19536
76704,0.7090246354952238,15256
