zip_code,black_percentage,median_income
8045,0.8216513761467891,31373
7017,0.8241616626909051,27278
8046,0.700859291084855,32169
7108,0.8358422008824292,17770
7050,0.6953336413438057,25817
7088,0.7485380116959064,30867
7103,0.7826708433441806,18645
7106,0.8360757437003338,24223
7018,0.8751342065707537,27337
7111,0.8664546311877068,28479
7112,0.8980652382475216,26209
8618,0.6073874194944378,20296
8608,0.8346456692913385,23000
